Brand,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l
British Brands,,Valcke Classic Cars,service,Belgium,Zwijndrecht,"Krommestraat 2, 8940 Wervik, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
British Brands,,Van Bargen Klassische Automobile,service,Germany,Zwickau,"In de Bargen 49, 22587 Hamburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
British Brands,,Veteranen Laden,service,Germany,Zwickau,"Hansastraße 114, 46049 Oberhausen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
British Brands,,West Classic,spare parts,Switzerland,Zürich,"St. Gallerstrasse 15, 8353 Elgg, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
British Brands,,West End Classics,service,,,"130 High Street, Somersham, Huntingdon, Cambridgeshire PE28 3EN, UK",NNG,,"3,584","10,614","1,215","2,369",481
British Brands,,Wheels & Motor Classic,service,France,Yerres,"2 Allée Bellevue, 78580 Maule, France",AVO,Avon,"1,998","6,735",684,"1,314",271
British Brands,,Wire Wheel Classic Sports Cars Inc.,service,United States,Vero Beach,"995 36th Court Southwest, Vero Beach, FL, USA",VRB,Vero Beach,"1,963","6,639",673,"1,291",266
Bugatti,,Bugatelier,service,France,Yerres,"1b Rue du Boulanger, 67205 Oberhausbergen, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Bugatti,,Gentry Restorations,service,United Kingdom,Aylesbury,"Unit 12, Wornal Business Park, Aylesbury HP18 9JX, UK",OXF,Oxford,449,"1,619",169,280,67
Bugatti,,Ivan Dutton Limited,service,United Kingdom,Aylesbury,"Aylesbury, Buckinghamshire HP18 9JE, UK",OXF,Oxford,449,"1,619",169,280,67
American Brands,6.0,American Cars By BDC,service,Belgium,Zwijndrecht,"Nijverheidslaan 14, Gullegem 8560 Wevelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,5.0,RD Classics,service,Netherlands,Zwolle,"Terborgseweg 61c, 7084 AD Breedenbroek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Buick,,Bob’s Automobilia,spare parts,,,"3352 S El Pomar Rd, Templeton, CA 93465, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,6.0,American Cars By BDC,service,Belgium,Zwijndrecht,"Nijverheidslaan 14, Gullegem 8560 Wevelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,5.0,RD Classics,service,Netherlands,Zwolle,"Terborgseweg 61c, 7084 AD Breedenbroek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Cadillac,,All Cadillacs,spare parts,United States,Las Vegas,"10445 Schirlls Street, Las Vegas, NV 89141, USA",LAS,Las Vegas,"2,811","8,819",956,"1,855",378
Cadillac,,Cadillac Collector BV,service,Netherlands,Zwolle,"Sint Vincentiusstraat 105, 4901 GJ Oosterhout, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Cadillac,,Cadillac Service,service,Germany,Zwickau,"Unnauer Straße 32A, 57648 Unnau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Cadillac,,EMB US Cars & Parts,spare parts,Germany,Zwickau,"Im Hohlgarten 4, 57629 Atzelgift, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Caterham,,Sevens & Classics,service,United Kingdom,Longfield,"Unit 4 Brands Hatch Park, Longfield DA3 8PU, UK",LGW,London,427,"1,590",160,267,42
Caterham,,Sevens & Elans,service,,,"406 Marshall Cir, Saint Augustine, FL 32086, USA",NNG,,"3,584","10,614","1,215","2,369",481
Caterham,,Seventh Auto’s,service,Netherlands,Zwolle,"Copernicusstraat 19, 6604 CR Wijchen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Caterham,,Woodcote Sports Cars,service,Canada,Surrey,"Beechwood, Gatton Bottom, Merstham, Surrey RH1 3BH, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
American Brands,6.0,American Cars By BDC,service,Belgium,Zwijndrecht,"Nijverheidslaan 14, Gullegem 8560 Wevelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chevrolet,1.0,Geevers Classic Cars,service,Netherlands,Zwolle,"Florapark 7, 5721 VH Asten, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chevrolet,,Arizona Muscle Cars,service,United States,Payson,"601 N Beeline Hwy, Payson, AZ 85541, USA",PJB,Payson,"2,756","8,678",938,"1,818",371
Chevrolet,,Autobedrijf André Boer,service,Netherlands,Zwolle,"Zuiderzeestraatweg 496, 8091 CT Wezep, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chevrolet,,Bill Kay Corvettes and Classics,service,United States,Downers Grove,"2100 Ogden Ave, Downers Grove, IL 60515, USA",AIV,Downers Grove,"2,085","6,978",713,"1,372",282
Chevrolet,,Biscay’s Classic Chevy,spare parts,Ghana,Wa,"20937 Old Highway 99 Southwest, Centralia, WA 98531, USA",WZA,Wa,,,,,
Chevrolet,,Buyavette Inc.,service,United States,Atlanta,"3762 Dekalb Technology Parkway, Atlanta, GA 30340, USA",ATL,Atlanta,"1,965","6,643",673,"1,292",266
Chevrolet,,Classics Plus Ltd,service,United States,Fond du Lac,"601 Lakeshore Drive, North Fond du Lac, WI 54937, USA",ZFD,Fond du Lac,"2,041","6,854",699,"1,342",276
Chevrolet,,Coffee’s Sports & Classics,service,,,"1003 Moosic Road, Old Forge, PA 18518, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Conte’s Corvettes & Classics,service,United States,Vineland,"851 West Wheat Road, Vineland, NJ 08360, USA",CDH,Camden,"2,217","7,313",757,"1,459",300
Chevrolet,,Corvette Connection L.L.C,service,United Kingdom,Bolton,"72 Johnson Rd, Bolton, CT 06043, USA",MHT,Manchester,"1,445","5,195",499,946,197
Chevrolet,,Corvette Kingdom,service,,,"The Granaries, North End Road, Felmingham NR28 0JY, UK",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Corvette Malburg,service,Germany,Zwickau,"Am Kieselberg 10, 55457 Gensingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Chevrolet,,Corvette Mike Midwest,service,,,"60 Shore Drive, Burr Ridge, IL 60527, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Corvette Parts Pieter de Groot,service,Netherlands,Zwolle,"Wagenborgerweg 25, 9944 GA Nieuwolda, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chevrolet,,Corvette Repair Inc.,service,United States,Valley Stream,"132 E Fairview Ave, Valley Stream, NY 11580, USA",VLY,Valley Stream,"2,657","8,428",905,"1,752",358
Chevrolet,,County Corvette Sales,service,United Kingdom,Chester,"325 Westtown Rd, West Chester, PA 19382, USA",CEG,Chester,473,"1,718",177,297,70
Chevrolet,,Cruisin Cars,spare parts,United States,Gainesville,"5725 NW 13th St, Gainesville, FL 32653, USA",GVL,Gainesville,"1,936","6,561",663,"1,272",262
Chevrolet,,"D & R Classic Automotive, Inc.",spare parts,,,"30w255 Calumet Avenue West, Warrenville, IL 60555, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,D&M Corvette Specialists,service,United States,Downers Grove,"1804 Ogden Ave, Downers Grove, IL 60515, USA",AIV,Downers Grove,"2,085","6,978",713,"1,372",282
Chevrolet,,Danchuk Manufacturing®,spare parts,Peru,Santa Ana,"3201 S Standard Ave, Santa Ana, CA 92705, USA",SNA,Santa Ana,"2,954","9,181","1,004","1,950",397
Chevrolet,,DCR Engineering,spare parts,France,Yerres,"10 Route de Rochefort, 26730 Hostun, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Chevrolet,,Don’s East Coast Restoration,spare parts,United States,Lindenhurst,"250 Akron Street, Lindenhurst, NY 11757, USA",VLY,Valley Stream,"2,657","8,428",905,"1,752",358
Chevrolet,,Dream Restorations,service,,,"Route 168, Moyock, NC 29758. USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,E C Products,spare parts,United States,Atascadero,"8981 La Linia Ave #1, Atascadero, CA, USA",SBA,Santa Barbara,"2,984","9,258","1,014","1,970",401
Chevrolet,,Eckler’s Classic Chevy,spare parts,United States,Titusville,"7980 Grissom Pkwy, Titusville, FL 32780, USA",TIX,Titusville,"1,958","6,622",671,"1,287",265
Chevrolet,,Greg Wyatt Auto Sales,service,United Kingdom,York,"905 York Rd, Summerville, GA 30747, USA",THV,York,"1,210","4,539",420,790,166
Chevrolet,,H&H Classic Parts,spare parts,United States,Bentonville,"12325 AR-72, Bentonville, AR 72712, USA",SPZ,Springdale,"2,201","7,272",752,"1,449",297
Chevrolet,,Jack Podell Fuel Injections,spare parts,United States,South Bend,"106 Wakewa Avenue, South Bend, IN 46617, USA",SBN,South Bend,"1,873","6,387",642,"1,231",254
Chevrolet,,"Jim Glass Corvette Specialist, Inc.",service,Canada,Kingston,"532 Flatbush Road, Kingston, NY 12401, USA",KIN,Kingston,"2,062","6,912",706,"1,356",279
Chevrolet,,Mershon’s,service,United States,Springfield,"201 E North St, Springfield, OH 45503, USA",SGF,Springfield,"2,154","7,154",736,"1,418",291
Chevrolet,,Mickey’s Car Barn,service,United States,Crown Point,"1300 Erie Court, Crown Point, IN 46307, USA",UGB,Crown Point,"2,876","8,983",978,"1,898",387
Chevrolet,,NuVintage Corvettes,service,,,"6594 Old Railroad Bed Rd, Toney, AL 35773, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Ohio Corvettes and Muscle Cars,service,United States,Canton,"6788 Whipple Ave NW, North Canton, OH 44720, USA",CTK,Canton,"2,116","7,058",724,"1,392",286
Chevrolet,,Patrick’s Classy Cars,service,United States,Phoenix,"2117 W Deer Valley Rd, Phoenix, AZ 85027, USA",DVT,Phoenix,"2,793","8,772",950,"1,843",376
Chevrolet,,Proteam Classic Corvette Sales,service,,,"1410 North Street, Napoleon, OH 43545, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Ralph Roberts Classic Chevy Supply,spare parts,Ghana,Wa,"15903 Northeast 119th Street, Brush Prairie, WA, USA",WZA,Wa,,,,,
Chevrolet,,Renz US Cars,service,Germany,Zwickau,"Emminger Straße 8, 71131 Jettingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Chevrolet,,Sunnyside Classics,service,United States,Elyria,"1100 East Broad Street, Elyria, OH 44035, USA",CGF,Cleveland,"1,743","6,026",599,"1,145",237
Chevrolet,,The Corvette Factory,spare parts,Netherlands,Zwolle,"Griftsemolenweg 18b, 8171 NS Vaassen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chevrolet,,Veit’s Vettes & Collector Cars,service,United States,Bettendorf,"1838 State St, Bettendorf, IA 52722, USA",FKB,Baden,499,"1,820",185,314,73
Chevrolet,,Vince Conn Corvette Sales,service,United States,Pelham,"1610 Pelham Rd S, Jacksonville, AL 36265, USA",AUO,Auburn,"2,014","6,780",690,"1,325",273
Chevrolet,,Virginia Vettes,spare parts,,,"105 Lindrick, Williamsburg, VA 23188, USA",NNG,,"3,584","10,614","1,215","2,369",481
Chevrolet,,Wyatt’s Garage,service,United States,Carrollton,"263 Old Bowdon Rd, Carrollton, GA 30117, USA",DAL,Dallas,"2,362","7,680",806,"1,556",319
American Brands,6.0,American Cars By BDC,service,Belgium,Zwijndrecht,"Nijverheidslaan 14, Gullegem 8560 Wevelgem, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Chrysler,,Kramer Automotive Specialties,spare parts,,,"130 Kramer Ln, Butler, PA 16002, USA",NNG,,"3,584","10,614","1,215","2,369",481
Citroën,,Autex Autoteile GmbH,spare parts,Germany,Zwickau,"An St. Georg 4, 41366 Schwalmtal, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Chateau Deux Chevaux,service,Netherlands,Zwolle,"Achterstraat 38, 4153 AR Beesd, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,1.0,Cyril Sars Citroën Cars,service,Netherlands,Zwolle,"Ettensestraat 19, 7061 AA Terborg, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,2.0,HML Transmission Repair,service,Netherlands,Zwolle,"Rijksweg 50, 1906 BJ Limmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Van Soest Klassiekers,service,Netherlands,Zwolle,"Roosendaalsebaan 46, 4744 SM Bosschenhoofd, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,2CV Garage Sander Aalderink,service,,,"Stofkuipstraat 3, 1531 NC Wormer, Nederland",NNG,,"3,584","10,614","1,215","2,369",481
Citroën,,2CV Mehari Club Cassis,spare parts,France,Yerres,"Quartier le Bregadan, CS 80019, 13260 Cassis, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,2CV Workshop,service,Australia,Southport,"125A Norwood Road, Southport PR8 6EL, UK",YPG,Southport,"2,031","6,825",695,"1,335",275
Citroën,,2CV-Teile.de,spare parts,Germany,Zwickau,"Schauinsland 15, Weißlensburg 74626 Bretzfeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,2cv88,service,France,Yerres,"17 Rue du Bout du Dessous, 88600 Mortagne, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,4A,spare parts,France,Yerres,"2 Route de Beychac et Caillau, 33750 Saint-Germain-du-Puch, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Ad van der Horst,service,Netherlands,Zwolle,"Kapelstraat 6, 5469 NC Erp, Netherlands",HLM,Holland,,,,,
Citroën,,Ailettes Et Carbus,spare parts,Germany,Zwickau,"Südliche Münchner Straße 30, 82031 Grünwald, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Alexanders 2cv’s,service,United Kingdom,Bury,"6 Barningham Road, Stanton, Bury Saint Edmunds IP31 2AD, UK",BEQ,Bury,480,"1,744",179,301,71
Citroën,,Andrew Brodie Engineering Ltd,service,Canada,London,"Sapcote Trading Centre, High Rd, London NW10 2DJ, UK",LGW,London,427,"1,590",160,267,42
Citroën,,Auto Renaissance,service,Netherlands,Zwolle,"Pieter Braaijweg 89, 1099 DK Amsterdam, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Autobedrijf Walter van Broekhoven v.o.f.,service,Netherlands,Zwolle,"Obrechtstraat 42, 3572 EG Utrecht, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Autohaus Dicks GmbH,service,Germany,Zwickau,"Cranzer Elbdeich 43, 21129 Hamburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Autohaus Josef Schneider,service,Germany,Zwickau,"Rosenfelder Straße 5, 72351 Geislingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Autoklinik Rosenstock GmbH,service,Germany,Zwickau,"Charles-Lindbergh-Platz 1, 71034 Böblingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Automobielbedrijf Arjen Antonisse,service,Netherlands,Zwolle,"Stationsweg 11, 7958 RX Koekange, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Automobiles Anciennes Stoeckel,service,France,Yerres,"4 Rue de la Caserne, 67860 Boofzheim, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Autoservice Joep Sanders V.O.F.,service,Netherlands,Zwolle,"Ginderdoor 15, 5738 AA Mariahout, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Autowerkstatt Jans & Sohn,service,Germany,Zwickau,"Glashüttenweg 50, 23568 Lübeck, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Bagnole,service,Netherlands,Zwolle,"Kerkveldsweg Oost 20e, 6101 NN Echt, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Belle Mécanique,service,Switzerland,Zürich,"Moosbachstrasse 50, 8910 Affoltern am Albis, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Citroën,,Blondeau DS,spare parts,France,Yerres,"18 Chemin de Bellevue, 77000 Melun, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Brad Nauss Automotive,spare parts,Argentina,Allen,"30 W Allen St, Mechanicsburg, PA 17055, USA",BIG,Allen,"2,499","8,028",852,"1,647",337
Citroën,,Burton Sportscar,service,Netherlands,Zwolle,"Zweedsestraat 4, 7202 CK Zutphen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Chyparse,spare parts,Netherlands,Zwolle,"Rondebeltweg 14, 1329 BA Almere, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,CIT’art Europe BV,spare parts,France,Yerres,"La Blanque, 34330 Le Soulié, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Citrest,spare parts,Netherlands,Zwolle,"De Vosholen 99C, 9611 TE Sappemeer, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Citro Collection,service,France,Yerres,"A Clarc, 32000 Auch, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Citro-Classique / Citro-Toon,service,Netherlands,Zwolle,"Bosberg 8, 7271 LG Borculo, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Citroën André & Partners,service,Netherlands,Zwolle,"Jochem Hendrikstraat 10, 4741 SK Hoeven, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Citroën Autohaus Bernd J. Offizier GmbH,service,Germany,Zwickau,"Kölnstraße 73, 50321 Brühl, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Citroën Classics,service,United Kingdom,Staines,"Unit 8 Tims Boatyard, Timsway, Staines-upon-Thames TW18 3JY, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Citroën,,Citroen Classics of America,service,Costa Rica,San Diego,"2667 El Camino Real, San Diego, CA 93422, USA",SAN,San Diego,"2,963","9,203","1,007","1,956",398
Citroën,,Citroen Pieces,spare parts,Costa Rica,San Diego,"2667 Camino del Rio South, San Diego, CA 92108, USA",SAN,San Diego,"2,963","9,203","1,007","1,956",398
Citroën,,CitroënDS.net GmbH,spare parts,Belgium,Essen,"Westendstraße 12A, 45143 Essen, Germany",ESS,Essen,527,"1,936",194,333,77
Citroën,,Citrogyz,service,Netherlands,Zwolle,"Heulweg 3B, 2291 BW Wateringen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Citron Pieces,spare parts,Netherlands,Zwolle,"Nude 30a, 6702 DL Wageningen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Citroparts,spare parts,Belgium,Zwijndrecht,"Wulmersumsesteenweg 155, 3300 Tienen, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Classic Automobile Service,spare parts,Netherlands,Zwolle,"Vluchtoord 20, 5406 XP Uden, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Classic Bouquerie,service,France,Yerres,"38 Boulevard Saint-Jacques, 32100 Condom, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,CQS Classics,service,Belgium,Zwijndrecht,"Wulmersumsesteenweg 155, 3300 Tienen, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,CTA Service,spare parts,Netherlands,Zwolle,"Energieweg 77, 2382 NH Zoeterwoude, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,CX-Basis,service,Germany,Zwickau,"Karlsruher Straße 98, 76676 Graben-Neudorf, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Dave Burnham Citroën,service,,,"559 Youngs Road, Delanson, NY 12053, USA",NNG,,"3,584","10,614","1,215","2,369",481
Citroën,,David Auto SRL,spare parts,Italy,Vittoria,"Viale Lombardia, 14, 20070 Dresano, MI, Italy",BAR,Bar,"6,055","15,562","2,042","4,013",808
Citroën,,DS Advies,service,Netherlands,Zwolle,"Ms. Oslofjordweg 24,1033 SM Amsterdam, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,DS Légende,spare parts,France,Yerres,"ZA Route de Carolles, 50530 Sartilly-Baie-Bocage, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,DS Sassen,service,Germany,Zwickau,"Benrodestraße 61, 40597 Düsseldorf, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,DS-Import,service,Germany,Zwickau,"Knemühlenstraße 4, 49525 Lengerich, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Eendenspul,service,Netherlands,Zwolle,"Esbeekseweg 225, 5085 EA Esbeek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,ETS Ersatzteilservice AG,spare parts,Switzerland,Zürich,"Usterstrasse 65, 8600 Dübendorf, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Citroën,,Excelsior Motors,service,,,"PO Box 4446, Midway, KY 40347, USA",NNG,,"3,584","10,614","1,215","2,369",481
Citroën,,Fitzback Garage,service,Canada,Abbotsford,"8100 St-Thomas-D'Aquin, Saint-Hyacinthe, QC J2R 1S8, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
Citroën,,FPS West,spare parts,Ghana,Wa,"17020 Sylvester Rd SW, Normandy Park, WA 98166, USA",WZA,Wa,,,,,
Citroën,,French Classics Ltd.,service,United Kingdom,Longfield,"Fawkham Rd, Longfield DA3 7BJ, UK",LGW,London,427,"1,590",160,267,42
Citroën,,Full Fart AB,service,Sweden,Umeå,"Grindhult 212, 451 92 Uddevalla, Sweden",UME,Umeå,885,"3,444",312,573,123
Citroën,,Garage du Lac Crescia,service,Switzerland,Zürich,"Rue de Neuchâtel 25, 2072 Saint Blaise, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Citroën,,Garage Häfliger & Kunz AG,service,Switzerland,Zürich,"Industriestrasse 4, 4658 Däniken, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Citroën,,Garage Hydraulique,service,Netherlands,Zwolle,"Sterrekroos 3, 4941 VZ Raamsdonksveer, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Garage Minke Hilgenberg,service,Netherlands,Zwolle,"Veenweg 60, 7336 AG Apeldoorn, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Garage Normandie,service,Netherlands,Zwolle,"Aduarderdiepsterweg 13, 9745 EL Groningen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Garage Patrick Marchesseau,service,France,Yerres,"39 Rue des Écoles, 17600 Corme-Royal, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,GS/AMI Service,spare parts,France,Yerres,"Le Souliès, 12190 Coubisou, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,HD 19 Restauration Citroën DS-SM,service,Spain,Roses,"6b Rue des Perdrix, 94520 Mandres-les-Roses, France",RSE,Roses,"7,394","18,244","2,490","4,904",985
Citroën,,Hoffmann 2CV,spare parts,Germany,Zwickau,"Eyacher Straße 53A, 82386 Oberhausen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Hubert Meyer GmbH,service,Germany,Zwickau,"Birkenfelder Str. 11, Büchenbronn 75180 Pforzheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Karl´s Autowerkstatt,service,Germany,Zwickau,"Brensbacher Straße 80, Wersau 64395 Brensbach, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Klaus Moszek – Klassik Motor,service,Germany,Zwickau,"Harffstraße 110A, 40591 Düsseldorf, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Konijnendijk Klassieke Automobielen,service,Netherlands,Zwolle,"Warmoeziersweg 19, 2661 EH Bergschenhoek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Koslowski GmbH,service,Germany,Zwickau,"Neuköllner Straße 9, 45699 Herten, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,L’atelier de la 2CV,service,France,Yerres,"92 Avenue de la Libération, 06130 Grasse, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,La Passion Automobile,service,Germany,Zwickau,"Versmolder Str. 21, 33829 Borgholzhausen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Leen APK,service,Netherlands,Zwolle,"Gouderaksedijk 1, 2808 NA Gouda, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Citroën,,Les Automobiles de Rik,service,Canada,Abbotsford,"370 Québec 343, Saint-Alphonse-Rodriguez, Québec J0K 1W0, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
Citroën,,Losson Automobiles,service,France,Yerres,"Rue de la Féculerie, 71700 Tournus, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Maison de la 2cv,service,France,Yerres,"Damaroues E, 04290 Salignac, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,MARRS – Martin Automotive Repair and Racing Services,service,United States,Santa Clarita,"26950 Furnivall Avenue, Canyon Country, Santa Clarita, CA 91351, USA",RIA,Santa Clarita,"2,869","8,966",976,"1,893",386
Citroën,,Martins Service,spare parts,Germany,Zwickau,"Horkheimer Straße 12, Dürrenzimmern 74336 Brackenheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,Matt’s Soft Tops,spare parts,United Kingdom,Chichester,"13 Lewis Road, Chichester, West Sussex PO19 7LZ, UK",QUG,Chichester,,,,,
Citroën,,Mega2CV,service,France,Yerres,"35 Le Pourtaou, 31800 Larcan, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Mehari 2CV Passion,spare parts,France,Yerres,"Avenue de Londres, 83870 Signes, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Méhari Côte d’Azur,spare parts,France,Yerres,"831 Avenue des Bousquets, 83390 Cuers, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Citroën,,Mehari2cv.es,service,Spain,Zubia,"Carrer Drets Humans, 13, 15, 08870 Sitges, Barcelona, Spain",LMZ,Palma,"2,325","7,587",794,"1,531",314
Citroën,,MM Motors,service,Germany,Zwickau,"Ehrenfelsstraße 5, 10318 Berlin, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Citroën,,MWR Motors,service,Canada,London,"The Arches 11 &12, Latchmere Road, London SW11 2DX, UK",LGW,London,427,"1,590",160,267,42
Citroën,,Nathy Traction,spare parts,France,Yerres,"1075 Rte de Formerie, 76390 Conteville, France",AVO,Avon,"1,998","6,735",684,"1,314",271
