Brand,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l
Renault,,L’Atelier des Anciennes,service,France,Yerres,"Le Moulin de Pasquet, 19460 Naves, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Renault,,Mecaparts,spare parts,France,Yerres,"51 Avenue Pierre Bérégovoy, 18000 Bourges, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Renault,,Palace de l’ancienne,spare parts,France,Yerres,"38 Rue Marle, 59930 La Chapelle-d'Armentières, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Renault,,Racing Car Diffusion,spare parts,France,Yerres,"3 Rue du Commandant Rolland, 13008 Marseille, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Riley,,Blue Diamond Riley Services Limited,service,United Kingdom,Bicester,"Bicester Heritage, A4421, Launton, Bicester OX26 5HA, UK",OXF,Oxford,449,"1,619",169,280,67
Riley,,The Riley RM Centre,spare parts,United Kingdom,Rushden,"Unit 6 Cumberlow Green Farm, Rushden Road, Rushden SG9 0QD, UK",ORM,Northampton,466,"1,688",174,292,69
Bentley,4.0,Het Klassiekerhuis,service,Netherlands,Zwolle,"Bommelsedijk 19a, 3256 LD Achthuizen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,A B Classics,service,United Kingdom,Wisbech,"Parson Drove Lane, Leverington, Wisbech PE13 5DT, UK",KNF,King's Lynn,447,"1,613",168,279,67
Rolls-Royce,,A.J. Glew Limited,service,United Kingdom,Moreton,"Unit 7, Draycott Business Center, Draycott Road, Moreton-in-Marsh L56 9JU, UK",MET,Moreton,"6,314","16,080","2,129","4,185",842
Rolls-Royce,,AutoVakmeester Groenouwe,service,Netherlands,Zwolle,"Gorsselseweg 41, 7437 BE Bathmen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,Balmoral UK Ltd,service,United Kingdom,Bromsgrove,"181 Bromsgrove Road, Hunnington, Romsley, Halesowen B62 0JU, UK",ONS,Stourport-on-Severn,"5,519","14,489","1,863","3,656",737
Rolls-Royce,,Bensport Ltd.,service,,,"10 Ilton Business Park, Ilton. Ilminster TA19 9DU, UK",NNG,,"3,584","10,614","1,215","2,369",481
Rolls-Royce,,Bernt Hansen Automobil Service,service,Denmark,Viborg,"Erhvervsvej 30, 2610 Rødovre, Denmark",BRE,Bremen,578,"2,148",211,368,83
Rolls-Royce,,Beroparts,spare parts,Belgium,Zwijndrecht,Scharestraat 23 8020 Oostkamp Belgium,HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,Braam Beauty Car Service,service,Netherlands,Zwolle,"De Run 4481, 5503 LS Veldhoven, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,Brabo Rolls Royce Parts,spare parts,Netherlands,Zwolle,"Arnoudstraat 17, 2182 DZ Hillegom, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,Charles Agapiou LTD,service,United States,Los Angeles,"5835 W Pico Blvd, Los Angeles, CA 90019, USA",WHP,Los Angeles,"2,955","9,185","1,004","1,951",397
Rolls-Royce,,Classic Motor Inc,service,United States,Scottsdale,"7224 E McDowell Rd suite 100a, Scottsdale, AZ 85257, USA",SCF,Scottsdale,"2,793","8,774",950,"1,843",376
Rolls-Royce,,Coachbuilt Motors,service,United States,Columbus,"907 E Hudson St, Columbus, OH 43211, USA",CLU,Columbus,"1,907","6,481",654,"1,253",259
Rolls-Royce,,David Ekberg Rolls-Royce & Bentley,service,Australia,Whyalla,"4 Wandarri Court, Cheltenham VIC 3192, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Rolls-Royce,,Dennison-Jayne Motors Inc,service,United Kingdom,Chester,"322 South Concord Road, West Chester, PA 19382, USA",CEG,Chester,473,"1,718",177,297,70
Rolls-Royce,,EPA Classics,service,,,"4 St Katherine's Rd, Henley-on-Thames, Oxfordshire RG9 1PJ, UK",NNG,,"3,584","10,614","1,215","2,369",481
Rolls-Royce,,Flying Spares,spare parts,United Kingdom,Rossendale,"Rossendale House, Station Road Industrial Estate CV13 0PE, UK",MHT,Manchester,"1,445","5,195",499,946,197
Rolls-Royce,,Frank Dale & Stepsons,service,Canada,Surrey,"Tuscam Trade Park, 11 Trafalgar Way, Camberley, Surrey GU15 3BN, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Rolls-Royce,,Garage de Vaal,service,Belgium,Lier,"Burgerdijkseweg 26, 2678 NZ De Lier, Netherlands",TTC,Brea,"3,133","9,634","1,064","2,069",421
Rolls-Royce,,Ghost Motor Works Ltd,service,United Kingdom,Sevenoaks,"Basted Lane, Borough Green, Sevenoaks TN15 8PY, UK",LGW,London,427,"1,590",160,267,42
Rolls-Royce,,Hanwells of London,service,Canada,London,"86 Uxbridge Rd, Greater, London W7 3ST, UK",LGW,London,427,"1,590",160,267,42
Rolls-Royce,,Heavens Gate Garage,spare parts,Belarus,Brest,"Zum Bahnhof 10, 21698 Brest, Germany",BES,Brest,344,"1,192",135,208,53
Rolls-Royce,,Hillier Hill,service,United States,Olney,"Unit 18 Yardley Rd, Olney MK46 5EA, UK",ONY,Olney,"2,408","7,797",821,"1,586",325
Rolls-Royce,,Mark Taylor RR & B Ltd,service,United Kingdom,Chichester,"Sidlesham Ln, Birdham, Chichester PO20 7QL, UK",QUG,Chichester,,,,,
Rolls-Royce,,Oldtimer Galerie Frieden GmbH,service,Switzerland,Zürich,"Industriestrasse 20-22, 6060 Sarnen, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
Rolls-Royce,,Oosterhuis,service,Netherlands,Zwolle,"Steenovens 29-31, 4571 PT Axel, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,P & A Wood Rolls-Royce,service,United States,Easton,"Great Easton, Dunmow, Essex CM6 2HD, UK",ESW,Easton,"2,640","8,385",899,"1,741",356
Rolls-Royce,,Paradise Garage,service,Australia,Whyalla,"25 Dunning Ave, Rosebery Sydney, NSW 2018, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Rolls-Royce,,Park-Ward Motors,service,United States,Crystal Lake,"6115 Lou St, Crystal Lake, IL 60014, USA",MIC,Crystal Lake,"1,998","6,734",684,"1,314",271
Rolls-Royce,,Ranmore Service & Engineering,service,,,"Station Road, Betchworth RH3 7BZ, UK",NNG,,"3,584","10,614","1,215","2,369",481
Rolls-Royce,,"Replacement Parts, Inc.",spare parts,United States,Wilson,"117 West Wilson Street, Villa Rica, GA 30180, USA",WIL,Wilson,"1,922","6,523",659,"1,263",261
Rolls-Royce,,RR&B Garages,service,United Kingdom,Bromsgrove,"Harris Business Park, Hanbury Road, Stoke Prior, Bromsgrove B60 4BD, UK",ONS,Stourport-on-Severn,"5,519","14,489","1,863","3,656",737
Rolls-Royce,,Servicentre,spare parts,,,"The Old Smithy, Fold Hill, Low Road, South Friskney, Lincs PE22 8RG, UK",NNG,,"3,584","10,614","1,215","2,369",481
Rolls-Royce,,The Chelsea Workshop,service,United Kingdom,Leatherhead,"22 Bookham Industrial Park, Great Bookham, Leatherhead KT23 3EU, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Rolls-Royce,,The Real Car Company,service,United Kingdom,Bangor,"Coed-y-parc, Bethesda, Bangor LL57 4YS, UK",BGR,Bangor,"1,353","4,937",468,885,185
Rolls-Royce,,Veerman Classics,service,Netherlands,Zwolle,"Machineweg 2, 1271 EE Huizen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Rolls-Royce,,Wraith Motors,service,United Kingdom,Lancaster,"61 Lancaster Road Ind. Est., New Barnet EN4 8AS, UK",LNS,Lancaster,"1,620","5,682",557,"1,062",220
Rover,,Autobedrijf Berry Smink,service,Germany,Zwickau,"Charles-Lindbergh-Platz 1, 71034 Böblingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Rover,,Ely Service,service,United Kingdom,Lancaster,"17a Lancaster Way, Ely, Cambridgeshire CB6 3NW, UK",LNS,Lancaster,"1,620","5,682",557,"1,062",220
Rover,,J Moore Classic Cars Ltd,service,United Kingdom,Stowmarket,"Unit 21 Red House Business Park, Earls Green Rectory Road, Stowmarket IP14 4SB, UK",ONS,Clacton-on-Sea,"5,519","14,489","1,863","3,656",737
Rover,,John Wearing P4 Parts,spare parts,Argentina,Victoria,"Oxford Mill Garage, Victoria Street, Clayton-le-Moors, Accrington, Lancashire BB5 5HH, UK",YWH,Victoria,"2,655","8,423",904,"1,751",358
Rover,,JR Wadhams Ltd,spare parts,United Kingdom,Stourbridge,"45 Valley Rd, Lye, Stourbridge DY9 8JG, UK",ONS,Stourport-on-Severn,"5,519","14,489","1,863","3,656",737
Rover,,MGBD Parts &Services,spare parts,United Kingdom,Wolverhampton,"Unit 1, Ashford Industrial Estate, Wolverhampton WV2 2BX, UK",PKE,Villa Park,"7,253","17,960","2,443","4,810",966
Rover,,Richard’s Rovers,spare parts,United Kingdom,Boston,"The Old Stables, Marsh Ln, Algarkirk, Boston PE20 2AY, UK",BOS,Boston,"1,440","5,180",497,943,197
Russian Brands,,Dixiland,service,Germany,Zwickau,"Große Str. 73, 14913 Jüterbog, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Russian Brands,,Oldtimer Ersatzteilkiste,service,Germany,Zwickau,"Stadtrandsiedlung 45, 01877 Bischofswerda, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Saab,1.0,Volvo Klassiekers,service,Netherlands,Zwolle,"Valkseweg 104C, 3771 SH Barneveld, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,Abbott Racing Motorsport,service,United States,Essex,"Spinnel's Lane, Manningtree, Essex CO11 2TA, UK",CDW,Essex,"1,552","5,492",535,"1,017",211
Saab,,Arne Frischmuth Kfz-Werkstatt,service,Germany,Zwickau,"Mittelstraße 60, 59174 Kamen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Saab,,Auto- en Restauratiebedrijf Onno Kempink,service,Netherlands,Zwolle,"Tinbergenstraat 44, 7102 JL Winterswijk, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,Automobielbedrijf van Leenen,service,Netherlands,Zwolle,"Lagosweg 3, 2622 CZ Delft, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,Classic Saab Twente,service,Netherlands,Zwolle,"Goudstraat 50, 7554 ND Hengelo, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,Garage des Dômes,service,France,Yerres,"16 Rue Beau de Rochas, 63110 Beaumont, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Saab,,Gasparatos Automobile GmbH,service,Germany,Zwickau,"Osdorfer Landstraße 184, 22549 Hamburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Saab,,Haaima Professionals in Saab,service,Netherlands,Zwolle,"Hessenweg 5a, 3771 RB Barneveld, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,Heuschmid GmbH,service,Germany,Zwickau,"Im Wang 2-6, 87634 Obergünzburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Saab,,The Saab Farm,spare parts,Belgium,Zwijndrecht,"Casterstraat 12, 9700 Oudenaarde, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Saab,,The Saab Shop,service,United Kingdom,Worcester,"Unit 7, Linton Trading Estate, Worcester Rd, Bromyard HR7 4QT, UK",ORH,Worcester,"1,465","5,251",506,960,200
Simca,,Garage Clément,service,France,Yerres,"Les Landes, 53170 Arquenay, France",AVO,Avon,"1,998","6,735",684,"1,314",271
Škoda,,Ersatzteildienst J.Rath,service,Germany,Zwickau,"Heidelandstraße 29, 12589 Berlin, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Škoda,,ŠKOldtimer.de,service,Germany,Zwickau,"Forchenweg 11, 72144 Dusslingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Studebaker,,Studebaker International,service,United States,Aiken,"111 Aiken Street, Hope, IN 47246, USA",AIK,Aiken,"1,884","6,418",646,"1,238",256
Studebaker,,StudebakerParts.com,service,United States,Gilbert,"2700 South Magnolia Lane, Gilbert, AZ 85298, USA",GIF,Gilbert,"1,995","6,728",683,"1,312",270
Subaru,,All Drive Subaroo,spare parts,Australia,Whyalla,"42 Stanley St, Peakhurst NSW 2210, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Toyota,,Allrad Keba,service,Germany,Zwickau,"Schleicherweg 18, Botenheim 74336 Brackenheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Toyota,,Autohaus Bremer,service,Germany,Zwickau,"Braunschweiger Heerstraße 98, 29227 Celle, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Toyota,,FJ Company,service,United States,Miami,"6897 NE 4th Ave, Miami, FL 33138, USA",TNT,Miami,517,"1,896",191,327,75
Toyota,,Vintage Cruisers,service,United States,Flagstaff,"520 East Brannen Avenue Warehouse E, Flagstaff, AZ 86001, USA",FLG,Flagstaff,"2,741","8,642",933,"1,808",369
Trabant,,Trabantwelt,spare parts,Germany,Zwickau,"Reichenbacher Str. 164, 08056 Zwickau, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Aston Martin,7.0,Imparts BV,spare parts,Netherlands,Zwolle,"Bonnetstraat 33, 6718 XN Ede, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Abarth,8.0,Joop Stolze Classic Cars,service,Belgium,Lier,"Lierweg 34a, 2678 CW De Lier, Netherlands",TTC,Brea,"3,133","9,634","1,064","2,069",421
Aston Martin,7.0,Maidstone Sports Cars,service,United Kingdom,Ashford,"The Oast House, Great Tong Farm, Ashford TN27 9PP, UK",LYX,Ashford,449,"1,618",169,280,67
Austin-Healey,1.0,Marco de Knikker for British Cars,service,Netherlands,Zwolle,"Sint Victorstraat 41, 2741 JP Waddinxveen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Austin-Healey,4.0,RobelcoCar Services,service,Netherlands,Zwolle,"Bergveste 2i, 3992 DE Houten, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
MG,1.0,Willems Classic Cars,service,Netherlands,Zwolle,"Hoenderstraat 14, 5801 CK Venray, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Triumph,,Anglian Triumph Services,service,United States,Norfolk,"Crossways Garage, Loddon Road, Ditchingham, Bungay, Norfolk NR35 2QY, UK",OFK,Norfolk,"2,168","7,191",741,"1,427",293
Triumph,,Beaulieu Motor,service,Belgium,Zwijndrecht,"Rue des Artisans 17, 5150 Floreffe, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Triumph,,Canley Classics,spare parts,United States,Green,"Green End Road, Green End, Fillongley, Coventry CV7 8DR, UK",RVR,Green,"2,598","8,279",885,"1,713",350
Triumph,,Carn Bosavern Garage,service,United Kingdom,Penzance,"Carn Bosavern, St Just, Penzance TR19 7QX, UK",YCC,Cornwall,"1,506","5,365",519,987,205
Triumph,,Cherished Classic Cars Ltd,service,Australia,Melton,"Old Dalby Lodge Farm, Melton Mowbray LE14 3LY, UK",EMA,Nottingham,476,"1,726",177,298,70
Triumph,,Classic Car Engineering Europe,service,Netherlands,Zwolle,"Hoenderstraat 97, 5801 CJ Venray, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Triumph,,CTM Engineering,service,United Kingdom,Southampton,"3A Bury Farm, Curbridge, Southampton SO30 2HB, UK",SOU,Southampton,429,"1,536",162,266,64
Triumph,,Enginuity,service,Canada,London,"5 Colville Road, London W3 8BL, UK",LGW,London,427,"1,590",160,267,42
Triumph,,Faversham Classics Ltd,service,United States,Kent,"Unit F The Shipyard, Upper Brents, Faversham, Kent ME13 7DZ, UK",XCM,Kent,"1,750","6,043",601,"1,149",238
Triumph,,Good Parts,spare parts,United States,Holland,"4361 New Holland Road, Mohnton, PA 19540, USA",HLM,Holland,"1,850","6,322",634,"1,215",251
Triumph,,JY Classics,service,,,"Rosewood Farm, Watchet Lane, Little Kingshill, Great Missenden HP15 6UN, UK",NNG,,"3,584","10,614","1,215","2,369",481
Triumph,,LDpart,spare parts,United Kingdom,Banbury,"G115/6 Cherwell Business Village, Southam Rd, Banbury OX16 2SP, UK",WAZ,Warwick,"7,261","17,977","2,446","4,815",968
Triumph,,Macy’s Garage,service,,,"4200 Lisa Drive, Tipp City, OH 45371, USA",NNG,,"3,584","10,614","1,215","2,369",481
Triumph,,Moordale Motors,service,United Kingdom,Potters Bar,"18 Barnet Rd, Potters Bar EN6 2QX, UK",BAR,Potters Bar,"6,055","15,562","2,042","4,013",808
Triumph,,Nico Baas Triumph Centre,service,Netherlands,Zwolle,"Bollenmarkt 5, 1681 PJ Zwaagdijk, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Triumph,,Park Lane Classics,spare parts,Australia,Tamworth,"47 Park Lane, Bonehill, Mile Oak, Tamworth, Staffordshire B78 3HZ, UK",TMW,Tamworth,"7,311","18,076","2,462","4,848",974
Triumph,,Racetorations Ltd.,spare parts,,,"Caldicott Dr, Gainsborough DN21 1FJ, UK",NNG,,"3,584","10,614","1,215","2,369",481
Triumph,,Revington TR ltd.,spare parts,United Kingdom,Bridgwater,"Thorngrove Barns, Main Road, Middlezoy, Bridgwater, TA7 0PD, UK",SME,Somerset,"1,906","6,478",653,"1,253",258
Triumph,,Robsport International,spare parts,,,"Dunsbridge Turnpike, Royston SG8 6RA, UK",NNG,,"3,584","10,614","1,215","2,369",481
Triumph,,Spit Bits,spare parts,Argentina,Lincoln,"232 Fleming Rd, Lincoln, CA 95648, USA",LNK,Lincoln,"2,174","7,205",743,"1,431",294
Triumph,,Stagweber,spare parts,United Kingdom,Walton-on-Thames,"Hersham, Walton-on-Thames KT12 3PU, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
Triumph,,T R Bitz,service,United Kingdom,Warrington,"Appleton Autodrome, Swineyard Lane, Appleton, Warrington WA16 0SD, UK",HLS,St Helens,"7,342","18,139","2,473","4,869",978
Triumph,,TR Enterprises,service,United Kingdom,Mansfield,"Dale Lane, Blidworth, Mansfield, Nottinghamshire NG21 0TG, UK",MFD,Mansfield,"1,784","6,138",612,"1,171",242
Triumph,,TR Shop London,spare parts,Canada,London,"16 Chiswick High Road, London W4 1TH, UK",LGW,London,427,"1,590",160,267,42
Triumph,,TR-Nord Dwinger GmbH,service,Germany,Zwickau,"Barmstedter Straße 7, 25485 Hemdingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Triumph,,TRGB,service,United States,Sycamore,"Sycamore Farm Industrial Estate, Long Drove, Somersham, Somersham Huntingdon PE28 3HJ, UK",LDO,Aurora,"1,764","6,082",606,"1,158",240
Triumph,,Triumph Rescue,service,,,"617 Walnut Street, Bally, PA 19503, USA",NNG,,"3,584","10,614","1,215","2,369",481
Triumph,,TTS Mausbach,spare parts,Germany,Zwickau,"Cohnenhofstraße 37, 50769 Köln, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Triumph,,TWS Motors (formerly The Wedge Shop),spare parts,United States,Taunton,"144 W Britannia St Building 25, Taunton, MA 02780, USA",SME,Somerset,"1,906","6,478",653,"1,253",258
Triumph,,Worcester Classic cars,service,United Kingdom,Worcester,"Egdon Lane, Egdon, Worcester WR7 4QN, UK",ORH,Worcester,"1,465","5,251",506,960,200
Trucks and Trailers,,ACA Spezialfahrzeuge GmbH,service,Austria,Wolfsberg,"Wiesenweg 7, 4863 Kraims, Austria",VCE,Venice,503,"1,964",185,318,73
Trucks and Trailers,,Airstream 4U,service,Germany,Zwickau,"Alstertalweg 2, 24558 Wakendorf II, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,Algema Fit-Zel,service,Germany,Zwickau,"Sindlhauser Str. 11, 83104 Tuntenhausen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,Bouwman Aanhangwagens,service,Netherlands,Zwolle,"Pop Dijkemaweg 35A, 9731 BB Groningen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Trucks and Trailers,,Brian James Trailers Ltd,service,,,"Drayton Fields Industrial Estate, Sopwith Way, Daventry NN11 8PB, UK",NNG,,"3,584","10,614","1,215","2,369",481
Trucks and Trailers,,Camo Günter Ctortnik e.U.,service,Austria,Wolfsberg,"Industriestraße 20-22, 2325 Himberg, Austria",VCE,Venice,503,"1,964",185,318,73
Trucks and Trailers,,Eco-Trailer,service,New Zealand,Wellington,"20 Henderson Valley Road, Henderson, Auckland 0612, New Zealand",WLG,Wellington,"8,095","19,647","2,725","5,370","1,078"
Trucks and Trailers,,Firma Jürgen Sprong,service,Germany,Zwickau,"Thingstraße, Bierbergen 31249 Hohenhameln, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,JFW Historische LKW e.K.,service,Germany,Zwickau,"Am Heuwege 10, Stapel 27367 Horstedt, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,Jotha Fahrzeugbau AG,service,Germany,Zwickau,"Nürnberger Straße 10, 86609 Donauwörth, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,Mercedes-Benz Classic Werner Dreyer Kfz GmbH,service,Germany,Zwickau,"Limmerburg 3, 31061 Alfeld, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,Moetefindt Fahrzeugbau,service,Germany,Zwickau,"Brauerstraße 40, 21244 Buchholz, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Trucks and Trailers,,PRG Trailers,service,United States,Green,"The Old Wood Yard, Lightwood Green Ave, Crewe CW3 0EN, UK",RVR,Green,"2,598","8,279",885,"1,713",350
Trucks and Trailers,,Roefs Trailers,service,Netherlands,Zwolle,"Groesweg 33, 5993 NN Maasbree, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Trucks and Trailers,,Trailer Trading,service,Netherlands,Zwolle,"Lange Zuiderweg 88, 3781 PL Voorthuizen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Trucks and Trailers,,Trailex Aluminim Trailers,service,,,"1 Industrial Park Drive, Canfield, OH 44406, USA",NNG,,"3,584","10,614","1,215","2,369",481
Trucks and Trailers,,Woodford Trailers,service,United States,Central,"14 Great Central Way, Woodford Halse, Daventry NN11 3PZ, UK",CEM,Central,"2,432","7,860",830,"1,603",328
Aston Martin,7.0,Imparts BV,spare parts,Netherlands,Zwolle,"Bonnetstraat 33, 6718 XN Ede, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Aston Martin,7.0,Maidstone Sports Cars,service,United Kingdom,Ashford,"The Oast House, Great Tong Farm, Ashford TN27 9PP, UK",LYX,Ashford,449,"1,618",169,280,67
TVR,,Dominion Spares,spare parts,,,"11654 Plaza America Dr, Reston, VA 20190, USA",NNG,,"3,584","10,614","1,215","2,369",481
TVR,,Fernhurst Motor Company,service,,,"Midhurst Road, Fernhurst, Haslemere GU27 3EE, UK",NNG,,"3,584","10,614","1,215","2,369",481
TVR,,Franklins Sports & Classics,service,United States,Essex,"2A Bentfield Road, Stansted Mountfitchet, Stansted, Essex CM24 8HN, UK",CDW,Essex,"1,552","5,492",535,"1,017",211
TVR,,James Agger Autosport,service,,,"Old Brewery, Woodhill Industries, Old Dalby, Leicestershire LE14 3LX, UK",NNG,,"3,584","10,614","1,215","2,369",481
Volkswagen,,Oldtimerparts,service,Netherlands,Zwolle,"Voorsteven 3, 4871 DX Etten-Leur, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Volkswagen,,VW Classics,service,Netherlands,Zwolle,"Boerenkamplaan 58, 5712 AG Someren, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Volkswagen,,Ahnendorp B.A.S.,service,Germany,Zwickau,"Dreibömerweg 15, 46419 Isselburg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Aircooled Accessories,spare parts,United Kingdom,Shipley,"The Old Slaughterhouse, Shipley Gate, Eastwood, Nottingham NG16 3JE, UK",BDF,Bradford,,,,,
Volkswagen,,Airhead Parts,spare parts,,,"1770 N Ventura Ave, Ventura, CA 93001, USA",NNG,,"3,584","10,614","1,215","2,369",481
Volkswagen,,Airkooled Kustoms,service,United States,Wilson,"458 Guy Wilson Road, Hazel Green, AL 35750, USA",WIL,Wilson,"1,922","6,523",659,"1,263",261
Volkswagen,,Analog Car GmbH & Co. KG,service,Germany,Zwickau,"Dieselstraße 10, 74193 Schwaigern, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,André van Wijlen v.o.f. Keveronderdelen,spare parts,Netherlands,Zwolle,"Perzikstraat 9, 4261 KC Wijk en Aalburg, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Volkswagen,,Ascari GmbH,service,Germany,Zwickau,"Rothenburger Str. 26, 97285 Röttingen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Australian VW Performance Centre,spare parts,Australia,Whyalla,"29 Research Drive, Croydon South VIC 3136, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Volkswagen,,Autohaus Fohlenhof,service,Germany,Zwickau,"Fohlenhof 5, 82401 Rottenbuch, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Autolas-Restauratiebedrijf H.B. van Kranen,service,Netherlands,Zwolle,"Slikslootstraat 2, 2921 LH Krimpen aan den IJssel, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
Volkswagen,,Autoteile-Ehring,spare parts,Germany,Zwickau,"Industriestraße 4, 56355 Nastätten, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Avery’s Air-Cooled Auto Parts,spare parts,Ghana,Wa,"1205 S Pacific Ave, Kelso, WA 98626, USA",WZA,Wa,,,,,
Volkswagen,,B.B.T. nv,spare parts,Belgium,Zwijndrecht,"Nijverheidsstraat 21, 2960 Sint-Job-in-'t-Goor, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
Volkswagen,,Beetle Exchange,service,Australia,Whyalla,"7 Whyalla St, Fyshwick ACT 2609, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
Volkswagen,,Beetle Factory GbR,service,Germany,Zwickau,"Winchenbachstraße 18-20, 42281 Wuppertal, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Beetlelink,service,,,"Unit 2d, Preymead Farm, Badshot Lea, Farnham GU9 9LR, UK",NNG,,"3,584","10,614","1,215","2,369",481
Volkswagen,,Birk Mamero Bus Service,service,Germany,Zwickau,"Gewerbestraße 31, 21279 Hollenstedt, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Boxer Shop,service,Germany,Zwickau,"Lohbachstraße 33, 91161 Hilpoltstein, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
Volkswagen,,Bromsgrove Trim Shop,spare parts,United Kingdom,Bromsgrove,"31 Rocky Ln, Bournheath, Bromsgrove B61 9HP, UK",ONS,Stourport-on-Severn,"5,519","14,489","1,863","3,656",737
Volkswagen,,Bughaus,service,United Kingdom,Nottingham,"306A Colwick Road, Nottingham NG2 4BG, UK",EMA,Nottingham,476,"1,726",177,298,70
Volkswagen,,Bulli Klinik Sacka,service,Germany,Zwickau,"Großenhainer Straße 8, Thiendorf, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
