Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
Classic Car Dealer,,Autostorico Ltd,service,United Kingdom,Maidenhead,"Unit 2a, Hedsor Park Farm, Heathfield Road, Taplow, Maidenhead SL6 0HX, UK",YQG,Windsor,1773.0,6108.0,609.0,1164.0,241.0,2937.0
Classic Car Dealer,,AutoToyStore GmbH,service,Germany,Zwickau,"Gautinger Straße 8, 82319 Starnberg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Autovero,service,,,"Little Hallingbury, Bishop's Stortford CM22 7RP, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Avant-Garde Collection,service,United States,Portland,"678 N Thompson St, Portland, OR 97227, USA",PTJ,Portland,7050.0,17554.0,2375.0,4675.0,940.0,11725.0
Classic Car Dealer,,Avantgarde Classics Ltd.,service,Australia,Tamworth,"Halford Street, Tamworth, Staffordshire B79 7RB, UK",TMW,Tamworth,7311.0,18076.0,2462.0,4848.0,974.0,12159.0
Classic Car Dealer,,Axel Schuette Fine Cars,service,Germany,Zwickau,"Rudolf-Diesel-Straße 3-9, 33813 Oerlinghausen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Baan Classics,service,Netherlands,Zwolle,"Goudstraat 50, 7554 ND Hengelo, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Barnes Classic Cars,service,,,"The Dell, Great Dunmow, Dunmow CM6 1HW, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Bastian Voigt Collectors Cars GmbH,service,Germany,Zwickau,"Zedernstraße 14, 33415 Verl, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Baynards Motor Company,service,,,"Rowhook Rd, Bognor Rd, Broadbridge Heath, Horsham RH12 3PS, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Beau-Car,service,Belgium,Zwijndrecht,"Uilenbaan 90/1, 2160 Wommelgem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Belrose Classics,service,Belgium,Zwijndrecht,"Grote Steenweg 10, 2440 Geel, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Berliner Classic Motorcars,service,United Kingdom,Stirling,"1975 Stirling Road Dania Beach, FL 33004",WTD,West End,1939.0,6572.0,665.0,1275.0,263.0,3214.0
Classic Car Dealer,,Bespoke Motor,service,United Kingdom,Boston,"381 Congress Street, Boston, MA 02210, USA",BOS,Boston,1440.0,5180.0,497.0,943.0,197.0,2383.0
Classic Car Dealer,,Beverly Hills Car Club,service,United States,Los Angeles,"4576 1/2 Worth Street, Los Angeles, CA, USA",WHP,Los Angeles,2955.0,9185.0,1004.0,1951.0,397.0,4906.0
Classic Car Dealer,,BFC-Cars,service,Germany,Zwickau,"Zehntscheuerweg 2, 79379 Müllheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,BGS Classic Cars,service,Australia,Whyalla,"Samsonvale QLD 4520, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Bicester Sports & Classics,service,United Kingdom,Bicester,"Leaches Business Park, Bicester Road, Aylesbury HP18 0RF, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Classic Car Dealer,,Big Boys Toys,service,Netherlands,Zwolle,"Oosterinslag 5, 3871 AL Hoevelaken, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Birchfield Classics,service,United Kingdom,Stockport,"Horton St, Stockport SK1 3LR, UK",MHT,Manchester,1445.0,5195.0,499.0,946.0,197.0,2391.0
Classic Car Dealer,,Black & White Cars of Bournemouth,service,United Kingdom,Poole,"Cowley Rd, Unit 11 Chantry Park, Poole BH17 0UJ, UK",MET,Moreton,6314.0,16080.0,2129.0,4185.0,842.0,10499.0
Classic Car Dealer,,Blackhawk Collection,service,United States,Danville,"1092 Eagle Nest Pl, Danville, CA 94506, USA",DAN,Danville,1764.0,6083.0,606.0,1158.0,240.0,2922.0
Classic Car Dealer,,Bloemendaal Classic & Sportscars,service,Netherlands,Zwolle,"Nijverdalseweg 117d, 7461 TC Rijssen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Blue Butts Chequered Flag,service,United Kingdom,Clitheroe,"Slaidburn Rd, Clitheroe BB7 3AD, UK",LBB,Preston,2493.0,8014.0,850.0,1644.0,336.0,4137.0
Classic Car Dealer,,Bob Forstner,service,Canada,London,"Avenfield House, 118-127 Park Ln, London W1K 7AF, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Bob West Classic Cars,service,United Kingdom,Pontefract,"Hardwick Road, Haverlands Farm, Pontefract WF8 3DL, UK",LBA,Leeds,500.0,1824.0,185.0,314.0,73.0,814.0
Classic Car Dealer,,BOCKEMÜHL Classic-Cars Manufaktur UG,service,Germany,Zwickau,"Maybachstraße 18C, 70469 Stuttgart, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Boulevard Motorcar Company,service,United States,Westlake,"31250 Cedar Valley Drive, Westlake Village, CA 91362, USA",AFW,Lake Worth,2361.0,7679.0,806.0,1556.0,319.0,3917.0
Classic Car Dealer,,Bourgogne Auto Classic,service,France,Yerres,"15 Rue de la Croix, 71700 Le Villars, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Boutsen Classic Cars,service,Monaco,Monte-Carlo,"41 Rue Grimaldi, 98000 Monaco, Monaco",QLR,Monte-Carlo,,,,,,
Classic Car Dealer,,Boyards,service,France,Yerres,"64t Rue d'Antibes, Cannes, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Bradley James Classics Ltd,service,United Kingdom,Basingstoke,"Quidhampton, Overton, Basingstoke RG25 3EB, UK",RDG,Reading,1607.0,5644.0,553.0,1054.0,219.0,2661.0
Classic Car Dealer,,Bratke Exclusive Cars,service,Germany,Zwickau,"Harffstraße 110A, 40591 Düsseldorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Brescia Classics,service,Netherlands,Zwolle,"Stevinstraat 5e, 1704 RN Heerhugowaard, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Bretagne Roadster,service,France,Yerres,"54 Rue Braun, 50110 Cherbourg-en-Cotentin, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Brian Classic & Co.,service,United Kingdom,Altrincham,"Agden Lane, Lymm, Altrincham WA16, UK",MHT,Manchester,1445.0,5195.0,499.0,946.0,197.0,2391.0
Classic Car Dealer,,Brooklands Classic Cars Pty Ltd,service,Australia,Whyalla,"100 Talinga Road, Cheltenham VIC 3192, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Brooks Classics,service,Netherlands,Zwolle,"De Heldinnenlaan 215, 3543 MB Utrecht, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Bullet Motorsports Inc,service,United States,Fort Lauderdale,"3013 Ravenswood Rd, Fort Lauderdale, FL 33312, USA",FXE,Fort Lauderdale,1986.0,6702.0,680.0,1306.0,269.0,3292.0
Classic Car Dealer,,Bullit Racing & Classic,service,France,Yerres,"43 Avenue Albert Gleizes, Saint-Rémy-de-Provence, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,C.O.G. Classics GmbH Düsseldorf,service,Germany,Zwickau,"Fichtenstraße 44, 40233 Düsseldorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,California Car Company,service,United States,Alpharetta,"10903 Alpharetta Hwy, Roswell, GA 30076, USA",MGE,Marietta,1962.0,6635.0,672.0,1290.0,266.0,3252.0
Classic Car Dealer,,California Cars,service,United States,Union,"2158 Union Pl, Simi Valley, CA 93065, USA",USC,Union,5110.0,13670.0,1726.0,3384.0,683.0,8494.0
Classic Car Dealer,,California Classix,service,Spain,Palma,"1505 Palma Drive, Ventura, CA 93003, USA",LMZ,Palma,2325.0,7587.0,794.0,1531.0,314.0,3856.0
Classic Car Dealer,,Calvados Auto Retro,service,France,Yerres,"558 Chemin des Malis, 14100 Saint-Pierre-des-Ifs, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Canepa,service,,,"4900 Scotts Valley Drive, Scotts Valley, CA 95066, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Canyon State Classics,service,United States,Rockford,"329 S Rockford Dr, Tempe, AZ 85281, USA",RFD,Rockford,1939.0,6571.0,664.0,1275.0,263.0,3214.0
Classic Car Dealer,,Car Cave,service,Belgium,Zwijndrecht,"Senator A. Jeurissenlaan 1229, 3520 Zonhoven, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Car Classics Cologne GmbH,service,Germany,Zwickau,"Zum Frenser Feld 1, 50127 Bergheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Car Corral,service,Spain,Zubia,"Carrer del Beat Almató, 35, 08023 Barcelona, Spain",LMZ,Palma,2325.0,7587.0,794.0,1531.0,314.0,3856.0
Classic Car Dealer,,Car Loft Fahrzeughandel GmbH,service,Austria,Wolfsberg,"Am Schwarzenberg 3, 5323 Ebenau, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,Car Range Automobile GmbH,service,Germany,Zwickau,"Weidestraße 43, 22083 Hamburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Car-iconics Ltd,service,United States,Enterprise,"Oakham Enterprise Park, Ashwell Road, Oakham LE15 7TU, UK",ETS,Enterprise,2052.0,6886.0,702.0,1350.0,278.0,3402.0
Classic Car Dealer,,Carbuffs,service,United States,Concord,"2281 Vía De Mercados, Concord, CA 94520, USA",USA,Concord,1965.0,6643.0,673.0,1292.0,266.0,3257.0
Classic Car Dealer,,Cargold Collection,service,Germany,Zwickau,"Beuerberg 19, 83083 Riedering, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Carinti Classic Cars,service,Austria,Wolfsberg,"Bundesstraße 27, 9551 Bodensdorf, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Classic Car Dealer,,CarJager,service,France,Yerres,"3 Rue Anatole de la Forge, 75017 Paris, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Carriage House Motorcars,service,,,"25 Railroad Ave, Greenwich, CT 06830, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Carruca GmbH,service,Germany,Zwickau,"Kraglinger Straße 14A, 83071 Stephanskirchen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Cars Forever,service,Netherlands,Zwolle,"Beneluxstraat 16, 5061 KE Oisterwijk, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Cars International,service,United Kingdom,Rochford,"15 Purdeys Way, Rochford, Essex SS4 1ND, UK",CDW,Essex,1552.0,5492.0,535.0,1017.0,211.0,2569.0
Classic Car Dealer,,Cars Remember When,service,United States,Englewood,"4505 S Santa Fe Dr, Englewood, CO 80110, USA",APA,Denver,2433.0,7862.0,830.0,1603.0,328.0,4036.0
Classic Car Dealer,,Cars With Class,service,United States,Santa Monica,"3011 Airport Avenue, Santa Monica, CA 90405, USA",SMO,Santa Monica,919.0,3589.0,323.0,596.0,128.0,1515.0
Classic Car Dealer,,cartech.ch autotechnik ag,service,Switzerland,Zürich,"Richtstrasse 16, 7000 Chur, Switzerland",ZRH,Zürich,,,,,,
Classic Car Dealer,,Carugati Automobiles SA,service,Switzerland,Zürich,"Route de la Galaise 14, 1228 Plan-les-Ouates, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,CarXpert,service,Luxembourg,Luxembourg,"hall 1, Zone Industrielle Rolach, 5280 Sandweiler, Luxembourg",LUX,Luxembourg,489.0,1759.0,182.0,307.0,51.0,796.0
Classic Car Dealer,,Casting Automobiles,service,France,Yerres,"58 Boulevard Murat, 75016 Paris, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,CC Cars,service,Denmark,Viborg,"Bodalen 1, 8643 Silkeborg, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
Classic Car Dealer,,Cecil Cars,service,France,Yerres,"31 Rue de Bizon, 91340 Ollainville, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Celebrity Cars,service,Slovakia,Martin,"7770 Dean Martin Dr Suite 301, Las Vegas, NV 89139, USA",SFG,Martin,1634.0,5722.0,562.0,1072.0,222.0,2706.0
Classic Car Dealer,,CforCar Biarritz,service,France,Yerres,"ZA de Lana, 64210 Arbonne, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Charlestown Classics,service,,,"4200 E Main St, St. Charles, IL 60174, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Charvet Classic Car,service,United States,Newberg,"2800 East 9th Street, Newberg, OR 97132, USA",PTJ,Portland,7050.0,17554.0,2375.0,4675.0,940.0,11725.0
Classic Car Dealer,,Chelsea Cars,service,Canada,London,"59-61 Armoury Way, London SW18 1JZ, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Chicago Car Club,service,United States,Tucson,"9101 E 22nd St, Tucson, AZ 85710, USA",DMA,Tucson,2790.0,8764.0,949.0,1841.0,375.0,4631.0
Classic Car Dealer,,Chromecars,service,Germany,Zwickau,"Im Erlicht 1, 07646 Laasdorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,CL Classics Racing,service,Netherlands,Zwolle,"Katwolderweg 7, 8041 AC Zwolle, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Clasanteri,service,Finland,Ylöjärvi,"Luhtaanmäentie 21, 01750 Vantaa, Finland",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Classic Car Dealer,,Clasicos Lamarc,service,Colombia,Madrid,"Calle Arganda, 5, 28925 Alcorcón, Madrid, Spain",MAD,Madrid,149.0,562.0,73.0,76.0,20.0,225.0
Classic Car Dealer,,Clasicos Top Car,service,Spain,Zubia,"Avenida Ricardo Mella, 288, 36390 Vigo, Spain",LMZ,Palma,2325.0,7587.0,794.0,1531.0,314.0,3856.0
Classic Car Dealer,,Classic & Race Cars Peter Schleifer GmbH & Co. KG,service,Germany,Zwickau,"Maximilianstraße 17, 89340 Leipheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic & Racing Cars GbR,service,Germany,Zwickau,"Ernst-Heinkel-Ring 4, 85662 Hohenbrunn, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic & Sportscar Hofman Leek,service,United Kingdom,Leek,"Rodenburg 1, 9351 PV Leek, Netherlands",ONS,Stoke-on-Trent,5519.0,14489.0,1863.0,3656.0,737.0,9175.0
Classic Car Dealer,,Classic 42,service,Belgium,Zwijndrecht,"Avenue Général Médecin Derache 122, 1050 Ixelles, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classic Automobile Vogel,service,Switzerland,Zürich,"St. Urbanstrasse 69, 4914 Roggwil, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,Classic Automobiles Worldwide Ltd,service,,,"Quin Hay, Farm Dr, Petersfield GU32 1BZ, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Classic AutoSmith,service,Belarus,Brest,"175 Rue de Gouesnou, 29200 Brest, France",BES,Brest,344.0,1192.0,135.0,208.0,53.0,552.0
Classic Car Dealer,,Classic Car Center of Fredericksburg,service,,,"3591 Lee Hill Dr, Fredericksburg, VA 22408, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Classic Car Design,service,France,Yerres,"397 Rue André Charles Boulle, 30100 Alès, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Classic Car Garage,service,Australia,Whyalla,"41 Ulm St S, Moffat Beach QLD 4551, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Classic Carage Celle,service,Germany,Zwickau,"Kuhlenkamp 5, 29331 Lachendorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Cars Arnhem,service,Canada,Delta,"Delta 58, 6825 MS Arnhem, Netherlands",DTA,Delta,2647.0,8404.0,901.0,1746.0,357.0,4393.0
Classic Car Dealer,,Classic Cars Baden-Baden,service,Austria,Baden,"Flugstraße 3, 76532 Baden-Baden, Germany",FKB,Baden,499.0,1820.0,185.0,314.0,73.0,813.0
Classic Car Dealer,,Classic Cars Bohemia s.r.o.,service,Czech Republic,Dvůr Králové nad Labem,"Za Opravnou 186/1, 150 00 Prague 5, Czech Republic",NAD,Dvůr Králové nad Labem,2170.0,7194.0,742.0,1428.0,293.0,3598.0
Classic Car Dealer,,Classic Cars Company,service,France,Yerres,"Quai En Seine, 14600 Honfleur, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Classic Cars Dornstetten GmbH,service,Germany,Zwickau,"Freudenstädter Straße 28-32, 72280 Dornstetten, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Cars GmbH,service,Germany,Zwickau,"Lise-Meitner-Straße 2, 25746 Heide, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Cars Heerde,service,Netherlands,Zwolle,"Eperweg 50A, 8181 EX Heerde, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classic Cars Lollar,service,Germany,Zwickau,"Sandweg 13, 35457 Lollar, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Cars of Sarasota,service,United States,Sarasota,"7910 25th Court East, Sarasota, FL 34243, USA",SRQ,Sarasota,2033.0,6834.0,696.0,1337.0,275.0,3370.0
Classic Car Dealer,,Classic Cars of Wirral Ltd,service,United Kingdom,Birkenhead,"19 Manor Hill, Birkenhead, Prenton CH43 1UG, UK",HLS,St Helens,7342.0,18139.0,2473.0,4869.0,978.0,12211.0
Classic Car Dealer,,Classic Cars West,service,United States,Oakland,"1240 East 12th Street, Oakland, CA 94606, USA",OAK,Oakland,2948.0,9165.0,1002.0,1946.0,396.0,4894.0
Classic Car Dealer,,Classic Center Köln,service,Germany,Zwickau,"Taubengasse 21, 50676 Köln, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Chrome Ltd,service,Canada,London,"12 Sheen Lane, London SW14 8LN, UK",LGW,London,427.0,1590.0,160.0,267.0,42.0,694.0
Classic Car Dealer,,Classic Classics,service,,,"Station Road, Kirton in Lindsey, Gainsborough DN21 4BD, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Classic Cruising,service,France,Yerres,"17 Rue de la Pré Neuve, 44350 Guérande, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,Classic Legends Circle,service,Belgium,Zwijndrecht,"Windhoek 20, 8790 Waregem, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classic Meile Berlin,service,Germany,Zwickau,"Heerstraße 56, 13593 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classic Motor Cars of Ellington,service,,,"450 Somers Rd, Ellington, CT 06029, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Classic Motor Studio,service,Australia,Whyalla,"5 Follett Close, Totness SA 5250, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Classic Motorcars,service,United States,Jacksonville,"4570 St Augustine Rd, Jacksonville, FL 32207, USA",VQQ,Jacksonville,1956.0,6618.0,670.0,1286.0,265.0,3242.0
Classic Car Dealer,,Classic Motors,service,Poland,Żyrardów,"Modlińska 6, 05-110 Jabłonna, Poland",NAD,Dvůr Králové nad Labem,2170.0,7194.0,742.0,1428.0,293.0,3598.0
Classic Car Dealer,,Classic Park,service,Netherlands,Zwolle,"Koppenhoefstraat 14, 5283 VK Boxtel, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classic Promenade,service,United States,Phoenix,"13023 North Cave Creek Road, Phoenix, AZ 85022, USA",DVT,Phoenix,2793.0,8772.0,950.0,1843.0,376.0,4636.0
Classic Car Dealer,,Classic Throttle Shop,service,Australia,Whyalla,"Bays 3+4, 50-64 Pacific Highway, North Sydney NSW 2060, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,classic-autos.ch,service,Switzerland,Zürich,"Hof 15, 8737 Gommiswald, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Classic Car Dealer,,ClassicCar Berlin TF GmbH,service,Germany,Zwickau,"Kitzingstraße 2-6, 12277 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Classic Car Dealer,,Classiccarhouse,service,Belgium,Zwijndrecht,"Senator A. Jeurissenlaan 1039, 3520 Zonhoven, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classicmaster,service,Netherlands,Zwolle,"Argon 25, 4751 XC Oud Gastel, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classics & Custom Auto,service,,,"4200 E Main St, St. Charles, IL 60174, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Classic Car Dealer,,Classics-World,service,Netherlands,Zwolle,"Steinsedijk 17, 2851 LA Haastrecht, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classics2drive BVBA,service,Belgium,Zwijndrecht,"Sint-Clarastraat 67, 8000 Brugge, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Classix by Schiebler,service,Sweden,Umeå,"Scoutvägen 25, 261 93 Saxtorp, Sweden",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Classic Car Dealer,,Cleevewood Garage,service,United Kingdom,Bristol,"Cleeve Wood Road, Bristol BS16 2SF, UK",BRS,Bristol,430.0,1540.0,163.0,267.0,64.0,697.0
Classic Car Dealer,,Cloud 9 Classics Ltd,service,United States,Alpharetta,"824 McFarland Parkway, Alpharetta, GA 30004, USA",MGE,Marietta,1962.0,6635.0,672.0,1290.0,266.0,3252.0
Classic Car Dealer,,Club9,service,South Africa,Roodepoort,"Shop 4, Matrix House, 73 Strand Street, Cape Town City Centre, Cape Town, South Africa",CEM,Central,2432.0,7860.0,830.0,1603.0,328.0,4035.0
Classic Car Dealer,,Coast Classics,service,Colombia,Málaga,"C. Edison, 63, 67, 29680 Estepona, Málaga Spain",AGP,Málaga,151.0,520.0,78.0,73.0,31.0,224.0
Classic Car Dealer,,Cody’s Classic Cars,service,Falkland Islands,Stanley,"307 N Broadway St, Stanley, WI 54768, USA",PSY,Stanley,3890.0,11227.0,1317.0,2573.0,521.0,6463.0
Classic Car Dealer,,Collectable Classics,service,Australia,Whyalla,"5-7 Rankine Street, Strathalbyn SA 5255, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Classic Car Dealer,,Collection by Vermant,service,Belgium,Zwijndrecht,"Generaal de Wittelaan 7b, 2800 Mechelen, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Classic Car Dealer,,Collection Privée Automobile,service,France,Yerres,"20 Rue Davoust, 83100 Toulon, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Classic Car Dealer,,collection-car a brand SEMO GmbH,service,Germany,Zwickau,"Graf-Zeppelin-Platz 1, 71034 Böblingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
